kind,key,mentions,likes,like_per_mention,months_present,first,last,videos,channels,max_like,shape,example,example2,example2_like
format×attr,선쿠션,2,1,0.5,2,2026-01,2026-02,2,2,1,thin,선쿠션을 사려고 하는데 제이나님이 만들어주시면 고민도 안하고 바로 겟할 거 같은데 없어서 아쉬워욧🥺,자외선 차단지수 높은 선쿠션 만들어주시면 좋겠어요!,0
format×attr,프라이머/베이스 × 톤업,2,1,0.5,2,2026-05,2026-07,2,2,1,thin,우와 톤업크림 얼릉 출시해주세여ㅜㅜㅜ!!,저에게서 톤업크림을 떼어내주길........ㅠ,0
format×attr,아이섀도우 × 세트/단품 구성,2,0,0.0,2,2025-09,2026-01,2,2,0,thin,가을인데도 가을딥 팔레트 신상으로 내주는 데가 삐아밖에 없어서 꼭 본품을 내주면 좋겠다는 마음...,쉐딩 스틱->쉐딩 팔레트 요렇게 롬앤 세트로 묶어서 출시해주세용 ㅎㅎ,0
format×attr,파운데이션 × 단종/재출시,2,0,0.0,2,2026-06,2026-08,2,1,0,thin,라네즈는 뭔가 요철부각이 좀 있었던 느낌 왜 라네즈 파데가 단종이 되었는지...에휴 그게 조금 더 화사하게 나왔으면 딱 좋았을 것을,헤라블랙 커버핏 파데 단종 재출시 됬어요,0
format×attr,클렌징 × 소용량/미니/휴대,2,0,0.0,0,2025-08,2025-08,1,1,0,thin,말나온 김에 클렌징오일도 여행용 사이즈로………..만들어주세요.,안 그래도 여행갈 때 레이어랩 클렌징폼 작은 사이즈가 없어서 아쉬웠었거든요.,0
format×attr,이너뷰티 × 세트/단품 구성,2,0,0.0,0,2025-08,2025-08,2,1,0,thin,"다음에는 비타민C,  나이아신아마이드, 레티놀, 판티놀 이렇게 세트로도 나왔으면 좋겠어요!!!",비타민 C 3개 묶음 으로 판매해주세요~,0
format×attr,파우더 × 색상/호수 확장,2,0,0.0,1,2026-01,2026-01,1,1,0,thin,저 바인누드를 정말 오랫동안 잘 사용해왔는데 기존 파우더 치크 색상의 알치크버전도 나오면 좋을것 같아요!,립 에센스인데 MLBB 색이 약간 들어가있는 제품 나왔으면 좋겠어요^^ 그리고 요즘 얼굴 화사하게 해주는 라벤더 파우더에 빠졌고 요즘 유행인데 이것도 롬앤에서 출시됏으면 좋겟어용❤❤,0
format×attr,하이라이터/쉐이딩,2,0,0.0,1,2026-01,2026-01,1,1,0,thin,롬앤만의 맑고 자려한 느낌의 하이라이터 나오면 좋겠어요,"털어유 기다렸는데 롬앤 나오다닝💞 롬앤에서 글로우,하이라이터 밤 라인 출시해주세여~~~",0
format×attr,세트/기획 × 색상/호수 확장,2,0,0.0,1,2025-08,2026-01,2,2,0,thin,구성이 두컬러로 보이던데 웜톤인들을 위해 피그라인도 가능하다면 나오면 좋을거 같아요,라카 요번에 패키지두 더 예뻐지고 컬러두 폭 넓게 다양하게 나오구 특히 !!,0
format×attr,파우더 × 제형(스틱/쿠션/젤/밤/스프레이),2,0,0.0,1,2026-02,2026-02,2,2,0,thin,제형으로 파우더도 나오면 좋겠다🤤,바이유어 파우더도 얼른 출시됐으면 ~~,0
format×attr,뷰티디바이스,2,0,0.0,0,2025-08,2025-08,2,2,0,thin,톰이 그렇게 좋은가했는데 기기도 만들고 찬스님이 광고도 한다고?,색소 디바이스도 후기 만들어주세요 ㅠㅠ,0
format×attr,크림 × 가격/가성비,2,0,0.0,0,2020-08,2025-08,2,2,0,thin,저렴한 수분 크림은 없을까요?,"귀여운 곰돌이 타입의 미남이세요.일본이나 미국은 올인원이 대세라서 올인원 클렌져,자외선 차단 데이크림,나이트크림 이 정도로만 하던데...선생님이 직접 효과와 성분좋고 가격착한 화장품을 만들어 팔아주세요",0
format×attr,아이섀도우 × 가격/가성비,1,3100,3100.0,0,2021-08,2021-08,1,1,3100,narrow-strong,기한 지킬 수 있게 섀도우 이런거 작게 만들고 가격도 낮춰주면 좋겠다ㅠㅠㅠㅠ,기한 지킬 수 있게 섀도우 이런거 작게 만들고 가격도 낮춰주면 좋겠다ㅠㅠㅠㅠ,3100
format×attr,아이크림 × 단종/재출시,1,105,105.0,1,2026-03,2026-03,1,1,105,narrow-strong,확실히 일본은 베스트 제품이 단종되지 않고 오래 나오는거 같아요 ipsa 소피나 두유 이소플라본 아이크림 ...모두 저 대학생때부터 유명했고 제가  25년전 일본 처음 갔을때부터 샀었던 제품들이에요 ^^  그땐 일본화장품이 아주 유명했고  드럭상품이던 백화점 제품이건 한국제품과는 퀄 이,확실히 일본은 베스트 제품이 단종되지 않고 오래 나오는거 같아요 ipsa 소피나 두유 이소플라본 아이크림 ...모두 저 대학생때부터 유명했고 제가  25년전 일본 처음 갔을때부터 샀었던 제품들이에요 ^^  그땐 일본화장품이 아주 유명했고  드럭상품이던 백화점 제품이건 한국제품과는 퀄 이,105
format×attr,아이섀도우 × 국내출시/입점/유통,1,101,101.0,1,2025-12,2025-12,1,1,101,narrow-strong,제발 한국에서도 이런 딥 팔레트 많이 나왔으면 좋겠어요🤎,제발 한국에서도 이런 딥 팔레트 많이 나왔으면 좋겠어요🤎,101
format×attr,헤어스타일링 × 단종/재출시,1,61,61.0,1,2025-11,2025-11,1,1,61,narrow-strong,물론 출시 당시에는 마이너해서 단종 할 수 밖에 없었다지만 요즘같은 대 모카무스 시대에 반드시 다시 출시해야한다고 생각합니다.,물론 출시 당시에는 마이너해서 단종 할 수 밖에 없었다지만 요즘같은 대 모카무스 시대에 반드시 다시 출시해야한다고 생각합니다.,61
format×attr,세트/기획 × 향,1,59,59.0,0,2025-08,2025-08,1,1,59,narrow-strong,3월에 출시하실 레티놀은 혹시 샘플지를 한두개 넣어서 판매해주실 의향은 없을까요ㅠ?,3월에 출시하실 레티놀은 혹시 샘플지를 한두개 넣어서 판매해주실 의향은 없을까요ㅠ?,59
format×attr,뷰티디바이스 × 순함/민감/임산부/아기,1,57,57.0,1,2026-04,2026-04,1,1,57,narrow-strong,아기기니 노마님 진차 귀여우시다•• 롱폼도 많이 만들어주세요🥹👼🏻,아기기니 노마님 진차 귀여우시다•• 롱폼도 많이 만들어주세요🥹👼🏻,57
format×attr,이너뷰티 × 소용량/미니/휴대,1,23,23.0,1,2026-05,2026-05,1,1,23,narrow-strong,비타민C도 작은용량 있으면 좋겠어요.,비타민C도 작은용량 있으면 좋겠어요.,23
format×attr,프라이머/베이스 × 무향,1,22,22.0,1,2026-08,2026-08,1,1,22,narrow-strong,"민감 극건성이라 애기때부터 화장품이나 성분에 관심 많았는데, 90년대부터 아이오페 레티놀 2500 있았던 기억이...무향의 무실리콘 수분베이스 세럼으로 만들어주면 얼마나 좋을까","민감 극건성이라 애기때부터 화장품이나 성분에 관심 많았는데, 90년대부터 아이오페 레티놀 2500 있았던 기억이...무향의 무실리콘 수분베이스 세럼으로 만들어주면 얼마나 좋을까",22
format×attr,선크림 × 향,1,16,16.0,1,2026-06,2026-06,1,1,16,narrow-strong,잠티님 선크림을 퍼프로 발라도 자외선 차단 지수에 영향은 없을까요 ??,잠티님 선크림을 퍼프로 발라도 자외선 차단 지수에 영향은 없을까요 ??,16
format×attr,헤어스타일링 × 기능(지속/커버/보습/미백 등),1,14,14.0,1,2026-06,2026-06,1,1,14,narrow-strong,새치염색도 좀 색 이쁘게 잘나오면 좋겠어요.,새치염색도 좀 색 이쁘게 잘나오면 좋겠어요.,14
format×attr,샴푸/린스/트리트먼트 × 단종/재출시,1,9,9.0,1,2025-09,2025-09,1,1,9,thin,단종 안되게 앞으로 더더 잘됐으면 좋겠어요🎉 이 샴푸로 저는 정착한지 오래거든요!,단종 안되게 앞으로 더더 잘됐으면 좋겠어요🎉 이 샴푸로 저는 정착한지 오래거든요!,9
format×attr,마스크팩 × 제형(스틱/쿠션/젤/밤/스프레이),1,8,8.0,0,2025-08,2025-08,1,1,8,thin,팩클렌저 개인적으로 튜브타입으로 나와줬으면 좋겠음 ㅜㅜㅜ,팩클렌저 개인적으로 튜브타입으로 나와줬으면 좋겠음 ㅜㅜㅜ,8
format×attr,쿠션 × 순함/민감/임산부/아기,1,8,8.0,1,2026-06,2026-06,1,1,8,thin,"저는 수부지에 약간 민감성 피부여서 세미매트 제형의 쿠션을 선호하는데요, 쿠션의 원조라고 할 수 있는 아이오페쿠션부터 시작해서 클리오 킬커버(컨실쿠션, 파운웨어, XP, 파운웨어 올뉴 등등), 라네즈쿠션, 조성아쿠션(대왕쿠션 그외 등등), 에스쁘아, 파넬쿠션, 헤라 블랙쿠션, 지금은 단","저는 수부지에 약간 민감성 피부여서 세미매트 제형의 쿠션을 선호하는데요, 쿠션의 원조라고 할 수 있는 아이오페쿠션부터 시작해서 클리오 킬커버(컨실쿠션, 파운웨어, XP, 파운웨어 올뉴 등등), 라네즈쿠션, 조성아쿠션(대왕쿠션 그외 등등), 에스쁘아, 파넬쿠션, 헤라 블랙쿠션, 지금은 단",8
format×attr,선쿠션 × 톤업,1,7,7.0,1,2026-02,2026-02,1,1,7,thin,톤업 선쿠션도 만들어주세요...ㅠㅠㅠㅠ,톤업 선쿠션도 만들어주세요...ㅠㅠㅠㅠ,7
format×attr,선크림 × 기능(지속/커버/보습/미백 등),1,5,5.0,1,2026-08,2026-08,1,1,5,thin,단이님 ♡~선크림에 비비크림 두개의 효능을 가진  맑은 피부 표현되는  커버력있는 제품 만들어주세요,단이님 ♡~선크림에 비비크림 두개의 효능을 가진  맑은 피부 표현되는  커버력있는 제품 만들어주세요,5
format×attr,토너/스킨 × 지성/건성,1,5,5.0,1,2025-12,2025-12,1,1,5,thin,지성인데 크림이 겉돌고 흡수가 안되더라구요… 예전에 같은 쑥라인에 스킨미스트가 있었는데 그건 수분 충전용으로 정말 잘썼거늘 리뉴얼 되면서 그건 사라지고 미스트가 따로 출시됐는데 오히려 더 건조해지더라구요… 아쉬운 라인😢,지성인데 크림이 겉돌고 흡수가 안되더라구요… 예전에 같은 쑥라인에 스킨미스트가 있었는데 그건 수분 충전용으로 정말 잘썼거늘 리뉴얼 되면서 그건 사라지고 미스트가 따로 출시됐는데 오히려 더 건조해지더라구요… 아쉬운 라인😢,5
format×attr,블러셔 × 세트/단품 구성,1,5,5.0,1,2026-04,2026-04,1,1,5,thin,쉬어 멀티 팔레트에 있는 치크밤만 따로 팔았으면 정말 좋겠다ㅠㅠㅠ,쉬어 멀티 팔레트에 있는 치크밤만 따로 팔았으면 정말 좋겠다ㅠㅠㅠ,5
format×attr,세트/기획 × 국내출시/입점/유통,1,4,4.0,1,2025-11,2025-11,1,1,4,thin,생각했는데 미국은 더 미쳤네요🥹 한국에도 제발 본품 내주세요.....ㅠㅠㅠㅠㅠ,생각했는데 미국은 더 미쳤네요🥹 한국에도 제발 본품 내주세요.....ㅠㅠㅠㅠㅠ,4
format×attr,크림 × 국내출시/입점/유통,1,4,4.0,1,2026-07,2026-07,1,1,4,thin,라로는 화학필터 녹이기 위해서 변성알코올이 들어가있지만  세라마이드 판테놀성분 장벽크림 바르면 알코올로 인한 수분을 어느정돈 방어할수 있고  이제품이 해외직구로 사던걸 올영에 입점해서 살수있는건 큰행운임,라로는 화학필터 녹이기 위해서 변성알코올이 들어가있지만  세라마이드 판테놀성분 장벽크림 바르면 알코올로 인한 수분을 어느정돈 방어할수 있고  이제품이 해외직구로 사던걸 올영에 입점해서 살수있는건 큰행운임,4
format×attr,데오,1,4,4.0,1,2026-04,2026-04,1,1,4,thin,언니 데오드란트 가렵거나 그런거 없나요?,언니 데오드란트 가렵거나 그런거 없나요?,4
format×attr,이너뷰티 × 대용량,1,4,4.0,1,2026-01,2026-01,1,1,4,thin,열씨미 바르고 먹는영양제 비타민c도  용량 늘려서 잘 챙겨먹어 봐야 겠네요,열씨미 바르고 먹는영양제 비타민c도  용량 늘려서 잘 챙겨먹어 봐야 겠네요,4
format×attr,선크림 × 세트/단품 구성,1,3,3.0,0,2025-08,2025-08,1,1,3,thin,다음에는 선세럼+스킨핏 구성도 만들어주세용 ㅠ,다음에는 선세럼+스킨핏 구성도 만들어주세용 ㅠ,3
format×attr,샴푸/린스/트리트먼트 × 대용량,1,3,3.0,1,2026-05,2026-05,1,1,3,thin,아무래도 두피에 직접 도포하기 위해 적게 나온거같은데..대용량도 나중에 있으면 좋겠어요...🫶🏻🥹,아무래도 두피에 직접 도포하기 위해 적게 나온거같은데..대용량도 나중에 있으면 좋겠어요...🫶🏻🥹,3
format×attr,토너/스킨 × 계절/기후,1,2,2.0,1,2025-12,2025-12,1,1,2,thin,혹시 여름에 사용하면 좋을 끈적임없는 토너 없을까요?,혹시 여름에 사용하면 좋을 끈적임없는 토너 없을까요?,2
format×attr,선크림 × 부위(목/바디/두피/눈가),1,2,2.0,1,2026-07,2026-07,1,1,2,thin,바디용으로 나온 선크림은 따로 없나요?,바디용으로 나온 선크림은 따로 없나요?,2
format×attr,쿠션 × 계절/기후,1,2,2.0,1,2026-06,2026-06,1,1,2,thin,여름용 대체 쿠션 없을까요??,여름용 대체 쿠션 없을까요??,2
format×attr,필링/스크럽 × 지성/건성,1,2,2.0,0,2025-08,2025-08,1,1,2,thin,헐 건성인데 맨날 각질나오길래 각질제거템만 썼었는데 그게 건조해서 그런거라니....,헐 건성인데 맨날 각질나오길래 각질제거템만 썼었는데 그게 건조해서 그런거라니....,2
format×attr,클렌징 × 단종/재출시,1,2,2.0,1,2026-07,2026-07,1,1,2,thin,어쩐즤… 안그래도 사볼려고 민트리 리무버 검색해도 구매를 할 수 없어서 이상했는데 단종템이었다가 다시 부활하군요!,어쩐즤… 안그래도 사볼려고 민트리 리무버 검색해도 구매를 할 수 없어서 이상했는데 단종템이었다가 다시 부활하군요!,2
format×attr,파운데이션 × 향,1,2,2.0,1,2025-11,2025-11,1,1,2,thin,개인적으로 재구매 앞으로도 계속 해야겠다싶은 제품은 클렌징오일(고급스러운 향이랑 사용감 세정력 전부 좋아요) 파데바를 때만 클오쓰고 보통 클밀 쓰는데 클렌징밀크도 나오면 좋겠어요!,개인적으로 재구매 앞으로도 계속 해야겠다싶은 제품은 클렌징오일(고급스러운 향이랑 사용감 세정력 전부 좋아요) 파데바를 때만 클오쓰고 보통 클밀 쓰는데 클렌징밀크도 나오면 좋겠어요!,2
format×attr,쿠션 × 무기자차/유기자차,1,2,2.0,0,2025-08,2025-08,1,1,2,thin,쿠션 무기자차도 나왔으면ㅋ,쿠션 무기자차도 나왔으면ㅋ,2
format×attr,세트/기획 × 단종/재출시,1,1,1.0,1,2026-06,2026-06,1,1,1,thin,세트로 산 나 자신 엄청 칭찬해요~😂 단종 안 되고 계속 나왔으면 좋겠어요~!!,세트로 산 나 자신 엄청 칭찬해요~😂 단종 안 되고 계속 나왔으면 좋겠어요~!!,1
format×attr,에센스/세럼/앰플 × 용기/패키지,1,1,1.0,1,2026-01,2026-01,1,1,1,thin,순스비타민씨 17% + 기미색소 침착 세럼 + 트리플레티놀 세럼 패키지도 17%출시때 꼭 패키지 만들어주세여!!!❤,순스비타민씨 17% + 기미색소 침착 세럼 + 트리플레티놀 세럼 패키지도 17%출시때 꼭 패키지 만들어주세여!!!❤,1
format×attr,파운데이션 × 지성/건성,1,1,1.0,1,2026-03,2026-03,1,1,1,thin,건성이 겨울에 사용해도 좋은 글로우 파데 없을까요?,건성이 겨울에 사용해도 좋은 글로우 파데 없을까요?,1
format×attr,하이라이터/쉐이딩 × 색상/호수 확장,1,1,1.0,1,2026-01,2026-01,1,1,1,thin,5구 쉐딩 하이라이터 색상 단독출시 원해요,5구 쉐딩 하이라이터 색상 단독출시 원해요,1
format×attr,크림 × 색상/호수 확장,1,1,1.0,1,2026-01,2026-01,1,1,1,thin,크림컵 플래쉬팟 같은 찐 라이트 컬러도 나왔으면 좋겠어요ㅠㅠ,크림컵 플래쉬팟 같은 찐 라이트 컬러도 나왔으면 좋겠어요ㅠㅠ,1
format×attr,미스트 × 국내출시/입점/유통,1,1,1.0,1,2026-02,2026-02,1,1,1,thin,@daasoo-r5m 더블유 드레스룸 바디미스트도 다이소에 입점해있음,@daasoo-r5m 더블유 드레스룸 바디미스트도 다이소에 입점해있음,1
format×attr,마스크팩 × 리필,1,1,1.0,1,2026-04,2026-04,1,1,1,thin,형닙 비구룸에서 제품 판매하실때나 막안ㄴ남 하실때 리필팩으로 팔아주실수 있나요,형닙 비구룸에서 제품 판매하실때나 막안ㄴ남 하실때 리필팩으로 팔아주실수 있나요,1
format×attr,클렌징 × 대용량,1,1,1.0,0,2025-08,2025-08,1,1,1,thin,레이어랩에서도 랑벨처럼 클렌징 잘되는 클렌징 오일 대용량으로 만들어 주세요!!!!,레이어랩에서도 랑벨처럼 클렌징 잘되는 클렌징 오일 대용량으로 만들어 주세요!!!!,1
